song_index,artist,song,danceability,energy,tempo,valence,loudness,track_id,track_genre
5354,Killpop,Jocelyn Flores,0.891,0.175,100.124,0.324,-15.747,2Zql6aBjLdgYTwhIdjXDGg,sad
5355,Ghostemane,Fed Up,0.849,0.758,115.058,0.0684,-7.498,0BV0AYGLVlu2SdjN3J9twp,hip-hop
5356,Jubin Nautiyal,"Tujhe Kitna Chahein Aur (Film Version) [From ""Kabir Singh""]",0.358,0.252,145.549,0.284,-9.51,3lT4SlZVvqLhMeiuBv7gHW,k-pop
5357,Juanes,Es Por Ti,0.694,0.761,129.953,0.866,-6.066,3LU6ONGkC6ckczjHityatd,latin
5358,Bethel Music;We The Kingdom,Dancing on the Waves,0.318,0.209,90.336,0.365,-10.664,2soQW3y7DwZIPH4fS5av1W,ambient
5359,The Hollies,He Ain't Heavy He's My Brother - 1998 Remaster,0.304,0.421,75.928,0.216,-7.769,6k5QsifpMWtY5ilnzBZ0u4,british
5360,Jeff Mills,Sleepy Time,0.669,0.67,113.692,0.739,-12.287,2FKj5mDKGQxwyouzfFhO5Z,detroit-techno
5361,Hennie Bekker,Self Connect,0.173,0.0499,123.702,0.0301,-28.462,07bS8UyHkyvWUwUmKlclJq,new-age
5362,Antigama,Holy Hand,0.347,0.991,165.067,0.257,-5.325,2O6oRuQpR1TMvollxL4F4r,grindcore
5363,Bert Kreischer,"Kids, Girls and Advice",0.478,0.534,85.996,0.546,-12.523,5MSz35aYcvSZxUeBHiTCiI,comedy
5364,Stract;Shiloh Dynasty,Losing Interest - Slowed,0.871,0.428,101.162,0.403,-14.031,2tlUC0uTsVmx5c1Fuu5MNT,chill
5365,Hank Williams,I Dreamed About Mama Last Night,0.472,0.181,85.086,0.448,-13.839,3cLtoTymLCCRQ3kmCZHKua,honky-tonk
5366,Toddler Fun Learning,Hop Little Bunnies,0.773,0.41,112.098,0.455,-8.295,7LDhkcHOeFJkrJQkhiOuqY,british
5367,Edvard Grieg;Una Bourne,"Lyric Pieces I, Op. 12 (Excerpts): No. 2, Vals",0.419,0.213,97.708,0.36,-23.095,6XjBNMzl25wEBebNMdPMGg,classical
5368,Coone;Da Tweekaz,D.W.X. (10 Years Dirty Workz Mix),0.537,0.952,149.955,0.335,-3.72,1xXHqqOBxJRrUj0U65drBu,hardstyle
5369,Children Collide,Loveless,0.359,0.706,86.005,0.266,-4.236,6P3smoEKmGW19fS3ZtGuPO,garage
5370,Mr Black El Presidente,El Clavo,0.873,0.836,80.981,0.653,-3.851,3VahwVqIK9f0S5H4Rp8Zjp,salsa
5371,WAVE.;Marcus Alexander;JYRYMY,Memories - Jyrymy Remix,0.787,0.689,121.0,0.24,-9.061,59orINRme5lLjeK2oREPuV,french
5372,Alphaxone;XERXES THE DARK,The Planet,0.0608,0.207,52.505,0.0351,-24.126,7AQKcYgaSzwZ27uYHOoLxv,iranian
5373,Tracy Chapman,Fast Car,0.711,0.292,103.951,0.194,-15.523,2M9ro2krNb7nr7HSprkEgo,folk
5374,GAMPER & DADONI;D.T.E,More Than I Can Say,0.53,0.807,127.991,0.263,-5.348,7HjAWHKa7PURoZFHgjOA5O,deep-house
5375,Rose Nascimento;John Nascimento,O Tempo de Deus (feat. John Nascimento),0.584,0.615,115.991,0.394,-4.424,4Cv0zyNdOe46nuIablBQf1,brazil
5376,Charly Lownoise;Re-Style;Ricardo Moreno,City Streets - Re-Style Hard 180 Mix,0.469,0.94,180.026,0.218,-4.685,57qG5LM7G6A8q9CBQK0idJ,happy
5377,Sideline,Return To Windy Mountain,0.616,0.698,115.05,0.61,-7.659,3Oo2WDdDzzFvbQiF9ER1HU,bluegrass
5378,Ben Lukas Boysen,You'll Miss Us One Day,0.245,0.145,144.065,0.116,-32.661,1RG8KpP1eIQjisnshgiFQN,idm
5379,Jon Sarta,Set in Stone,0.727,0.0363,68.091,0.535,-21.763,13qCp1ag0GeRppp4bLf2Pn,disney
5380,Николай Рыбников;Ефим Нейд;Инструментальный ансамбль п/у Юрия Силантьева,Марш монтажников-высотников,0.682,0.444,119.076,0.781,-9.817,1mfL1QcHB8kz4F4iTZChAi,romance
5381,Harrison Storm,Run,0.553,0.539,85.026,0.165,-8.94,7xoDqnyrBDgusvQ1AHoOSx,folk
5382,Fantasy,10.000 bunte Luftballons,0.654,0.797,123.026,0.752,-5.68,75142bRyHgS66nIEU3lGli,disco
5383,BTS,ON,0.583,0.817,105.935,0.437,-5.146,0fZRNhPJ4AGmwY7rkpdbqK,k-pop
5384,OAFF;Savera;Lothika;Ankur Tewari,"Gehraiyaan Title Track (From ""Gehraiyaan"")",0.309,0.299,126.424,0.193,-9.039,3vBojOn8Nz8gMQmIBeN00M,indie-pop
5385,Hail The Sun,Doing the Same Thing and Expecting Different Results,0.366,0.897,157.914,0.174,-4.381,1pO9U7eL8pIJuqussgfq4j,hardcore
5386,Amon Amarth,The Sound Of Eight Hooves,0.322,0.968,130.273,0.0366,-4.983,4xnWSfISchdKnY5OPJcbNu,death-metal
5387,Alan Jackson,What A Friend We Have In Jesus,0.449,0.174,143.37,0.288,-12.56,6pMnEX2iBcqQtUyIl1L6Oo,country
5388,Z.TAO,皇冠,0.569,0.489,139.731,0.416,-7.912,3gYKZpviHVthGHd7cQ7NNz,mandopop
5389,Hans Zimmer,The Wormhole,0.14,0.0532,95.78,0.021,-28.662,5tWPl23tRGaEbSz3f0lTsW,german
5390,My Darkest Days,Every Lie,0.578,0.938,112.031,0.594,-3.163,2cLvZokGgikrGmY6XIzztS,grunge
5391,Zomboy,Valley Of Violence,0.378,0.967,95.066,0.139,-2.649,1jz6nNE00KCKqVXCzBr5JW,dub
5392,Chip E.,Time To Jack,0.813,0.863,122.93,0.717,-8.587,1WhGXbgwPOTDPB4ZsJBIDG,chicago-house
5393,Freestylers,Electroshock,0.612,0.921,128.009,0.692,-5.37,3p7gMEoeA4HjcV9dDxPc85,breakbeat
5394,K. S. Harisankar;Swathy Manu;Vijin Cholakkal,Jeevana,0.434,0.377,114.502,0.292,-8.844,7e76tfLZK1jI4ZjsRA6Bjp,malay
5395,Eason Chan,下週同樣時間 (再見) - Live at EasON AIR,0.632,0.666,113.972,0.494,-9.16,2TEBHyVt04EBTGFyDEusGa,cantopop
5396,Yuvan Shankar Raja;Rahul Nambiar;Saindhavi,Adada Mazhaida,0.891,0.691,120.004,0.666,-9.417,4uSy3HJM1MaBk6IeehkSgD,k-pop
5397,Gnarls Barkley,Crazy,0.855,0.587,111.97,0.64,-4.589,1vxw6aYJls2oq3gW0DujAo,soul
5398,Abstract Void,Midnight Heart,0.395,0.935,150.029,0.189,-6.512,51cjs2joWPFrjym9SANLpe,black-metal
5399,Zhanna Bichevskaya,"Ljubo, brattsy, ljubo...",0.412,0.414,120.029,0.528,-11.532,4AHab2RIGNbVCh8jVNHRna,romance
5400,Lamparina,Convite,0.47,0.621,117.952,0.618,-7.369,05BpSzYK01SScWSwkyF6lW,mpb
5401,James Deano,Le Fils Du Commissaire,0.798,0.889,96.968,0.914,-4.319,1DFja8hpLlBhD28BtpWXar,french
5402,Anna-Maria Zimmermann,Himmelblaue Augen - Franz Rapid Mix,0.653,0.931,126.057,0.643,-2.809,4BFlYVvJUWk42OoxAuCg1N,disco
5403,Nature Sounds,Water Sounds Rain,0.0887,0.0135,88.665,1e-05,-22.827,12UIwq8uhi7lMHZRcbGJDb,sleep
5404,The Human League,The Sound Of The Crowd - Remastered 2002,0.772,0.544,145.0,0.89,-10.044,4t8BXr8qiOIth1XVvcSR5L,synth-pop
5405,Moskwa,Powietrza,0.29,0.977,91.756,0.232,-6.452,5QdGk4WOEq7ACHMELB5glC,hardcore
5406,Killing Joke,The Death & Resurrection Show,0.567,0.938,100.016,0.345,-6.28,1YhZbKOU47hnRb2q8LOHKH,goth
5407,Gowry Lekshmi,Nenjame Unplugged - Recreated Version,0.42,0.223,130.031,0.183,-10.533,4ncYRP0LXhGt3qwOWKzvPS,malay
5408,D.ACE,Tierlist,0.534,0.455,82.626,0.427,-9.553,6z7d5pPjVh9Ikq7HZzdyP8,french
5409,Planetshakers,Prophesy - Live In Melbourne,0.502,0.9,128.002,0.339,-6.692,6M391pAp3LXdjQurMdyDkv,world-music
5410,Ochre,Brancaster Coast,0.162,0.228,71.786,0.0341,-20.25,4rUMtDXk6yfrgHDJVbbOCk,idm
5411,Canticuentos,La Serpiente De Tierra Caliente,0.8,0.61,141.2,0.963,-9.7,6CTpq4p0u9qClckD7fRzK9,latino
5412,Dora The Explorer,The Chicken Dance,0.93,0.588,108.098,0.979,-7.501,3JF1fSgyzIYyDYD4VDQJN9,kids
5413,Artcell,Aniket Prantor,0.5,0.923,137.998,0.5,-5.892,4X6kRZnZM8mZPkeMUmn8G6,metal
5414,Chas & Dave,Gertcha - 2005 Remaster,0.738,0.942,139.193,0.977,-6.058,1UeNDtSqYRs8ELLsyFA5kg,comedy
5415,The Amity Affliction,So You Melted?,0.219,0.835,133.719,0.0753,-5.58,6jfkVCpUDnmgplHoAD7Hbo,metalcore
5416,LIK,Cannibalistic Infancy,0.33,0.992,111.666,0.0993,-4.689,3K6QDFMVm252YBcc2li2lo,black-metal
5417,Lady Gaga,Paparazzi,0.761,0.734,114.907,0.375,-2.871,5LHnaiB8E3x95ZbYFmOUfk,dance
5418,Massive Attack,Be Thankful For What You've Got - 2012 Mix/Master,0.821,0.528,92.128,0.345,-11.749,7xpw5FSNYXKfdQSBuO0THv,trip-hop
5419,Scott Brown,Rock That Body - Original Mix,0.724,0.987,169.993,0.841,-3.936,5x7fCsytj0BqeZQML8TtqY,happy
5420,Padre Marcelo Rossi,Faz um milagre em mim,0.49,0.335,137.818,0.266,-10.603,1uzX9tKVkVOxEsxYuvTWM8,brazil
5421,Victor & Leo;Henrique & Juliano,10 Minutos Longe de Você - Ao Vivo,0.568,0.785,133.939,0.349,-8.47,67g2soW815bCnT0Bu5WAs4,sertanejo
5422,Sorriso Maroto,Loucura do Seu Coração,0.723,0.787,139.951,0.883,-6.047,174S4zGFfw7tCzXni3x4qm,pagode
5423,Octave One,Dema - Original Mix,0.786,0.633,133.065,0.421,-13.413,0DIB9KkBUjr3t80NiNYf4u,detroit-techno
5424,Chicago,Hard to Say I'm Sorry - 2007 Remaster,0.551,0.416,72.174,0.255,-7.94,7boKWlaNVmrhJdX8IbzUdD,folk
5425,Los Caligaris,Mentime la Verdad,0.776,0.749,97.994,0.946,-5.456,2mKtuCFjL0JPW1UbxH9ZzD,ska
5426,Brainkicker,Barbu Bouffe Moi L'Cul,0.47,0.878,180.012,0.156,-4.787,3Um4eR83kGkDbFVyAnGdn4,hardstyle
5427,Israel Salazar,Fé Inabalável,0.523,0.585,112.018,0.297,-5.366,7phQYZpDdrK06KZTKnaYBI,gospel
5428,Savoy;Roniit,How U Like Me Now,0.467,0.908,150.089,0.309,-5.621,4L1oxL4LBUZIdXXm7aDpc4,dubstep
5429,Alvaro Diaz,Ramona Flowers,0.665,0.769,138.001,0.76,-6.532,4YjKwvKBYxjoOo23PVWlxF,latin
5430,ヨルシカ,だから僕は音楽を辞めた,0.65,0.88,124.985,0.921,-5.326,5j7ixaLeGTGSv4DzKs0pCM,j-pop
5431,Yuuri,ベテルギウス,0.367,0.671,179.833,0.691,-4.604,4JK1kDUdH9RTBQrrSO1QfR,j-pop
5432,lama,Where Do We Go,0.363,0.66,135.224,0.381,-8.251,6j3SCtszgNX4AqxZZntSTy,dub
5433,Migue Flow;El Cherry Scom,Pa Miami,0.609,0.807,159.055,0.631,-0.792,1cMm0YeJSgTpodPSm2I5TT,reggae
5434,Dabzee;SA;AbRaw,Oora,0.695,0.792,140.005,0.284,-8.24,2qXtFxZcVELzurIXSZe2L8,malay
5435,Zany,Pure - Original Edit,0.609,0.567,145.079,0.0658,-8.179,18mERoj7u9U81v4i34fewL,hardstyle
5436,Kailash Kher,Baare Baare,0.474,0.455,92.624,0.494,-12.32,6JNZRnnrrK72WeoUKLqYOy,folk
5437,Jairo Bonfim,Mestre,0.485,0.602,73.044,0.213,-4.794,4d6jPYgl4nvPN2XKMyOj0V,gospel
5438,Tomaso Albinoni;Rex Richardson;Classic FM Radio Orchestra;Grigor Palikarov,"Concerto Saint Marc, Op. 6 No. 11: III. Andante",0.13,0.101,85.69,0.109,-19.387,6onFDeU84yMtLmYfTlHkoI,opera
5439,Lord Huron,Meet Me In the Woods,0.543,0.926,80.501,0.604,-6.759,54hj06Z7sm7DaHSrGGMAZG,folk
5440,Pigface,Asphole,0.677,0.926,100.027,0.385,-8.585,1FPgFCP8ERfeqTFFWcAnx5,industrial
5441,CID,Duro,0.773,0.974,123.98,0.62,-2.784,1vDkc8P9SDkqXlXHs3uzjV,groove
5442,Mountain Sprout,Tweeker,0.547,0.879,132.426,0.962,-4.061,1LrxmgC6pg5RAYGJ2FQWv0,bluegrass
5443,Parijat,Hearts Awakening,0.489,0.0929,113.941,0.158,-22.266,2qgg6Y4Sff9yj1E9KmiqSY,new-age
5444,Brian Crain,Dreams and Memories,0.178,0.119,92.878,0.0388,-18.541,08acQDpjsz1BHN9TZa1q0Z,new-age
5445,Swedish House Mafia,It Gets Better,0.737,0.707,118.979,0.0608,-6.979,5PLfjUnpV6eFXymcsXwa37,progressive-house
5446,Paul Cardall,"In Humility, Our Savior",0.279,0.13,69.638,0.276,-17.56,7dYYqmz4oo8cJOrRf9Yqg7,new-age
5447,Desmond Dennis,"Johnny Johnny, Yes Mama",0.727,0.255,125.743,0.629,-10.953,0eP4Pcf7uzpGqAwbAEspu9,kids
5448,Phạm Nguyên Ngọc;VAnh;Ân Nhi;BMZ,Mặt Mộc,0.599,0.727,167.979,0.697,-4.894,3dvkpe9FEekxxgaQtxOHQI,singer-songwriter
5449,Uzair Jaswal,Tere Bin Nahi Laage (Male Version),0.294,0.577,83.171,0.429,-5.952,3u947zydbp5jVgVNlaRgv4,pop
5450,heroku,1989 at the bustop,0.752,0.424,85.034,0.375,-8.615,4cWaEVuXUs1kRbfHhnlXmO,study
5451,O. B. Buchana,Swing On,0.738,0.669,107.0,0.759,-6.856,0yBI6YvP9mynD3LDcOgkGC,blues
5452,Сергей Зыков,Твои следы,0.256,0.525,84.51,0.27,-7.369,6S9MdDD9WGs0yoh2yupMX1,romance
5453,Azaan Sami Khan,Ik Lamha,0.581,0.557,140.047,0.333,-7.557,70MVLulHguwdhGo7100hsU,pop
5454,Waverider,Be As One - CD Version,0.371,0.854,75.001,0.0378,-5.4,0yUzLcpAqxbXWc3WIPAXsG,hardstyle
5455,Pritam;Javed Ali,Tum Mile - Love Reprise,0.589,0.626,114.915,0.443,-5.684,4TobDQpylJNxkXMH1QUvTp,indian
5456,Miel De Montagne,J'y peux rien,0.806,0.458,114.019,0.21,-11.019,0eXIlXgGQTD6hezaxdl3wO,french
5457,Flora Matos;Stereodubs,Esperar o Sol,0.579,0.731,95.273,0.5,-7.382,7sJ0VFD8RTibWzn8oBUhzW,r-n-b
5458,LFO,Mum-man,0.333,0.961,139.611,0.284,-8.056,2W0q5Et7gBSvpZAlnFUxM4,idm
5459,The Jud Conlon Chorus,"Home Again / Mermaids, Pirates, and Indians / FInale (You Can Fly! You Can Fly! You Can Fly!)",0.308,0.174,96.429,0.225,-13.869,3qT31z2vXWObgwPkGDThmr,disney
5460,Boris Brejcha;Ginger,To The Moon And Back,0.802,0.651,125.011,0.332,-9.468,42e4LqRQ0W6jBVrtDenThj,minimal-techno
5461,Deekline;Ed Solo;Navigator,Soundboy Dying,0.695,0.937,175.017,0.838,-2.858,1z1rzgTgvyaAG9OcyQTKqY,breakbeat
5462,The Prophet,Wanna Play?,0.569,0.996,100.02,0.461,-0.45,6iBL6TOzsO75Yz0cG1MO0o,happy
5463,Sneaky Pete & Cool Cats,You Ain´t Nothing but Fine,0.448,0.92,97.031,0.846,-7.292,4wtc62JWGKZ7IczfEcp8eS,rockabilly
5464,Hashback Hashish;Lifafa,Love Lost - Around the World India by Mixtape,0.706,0.215,114.921,0.072,-24.923,1XyiFVTtn9JfLA1cZYFmob,electronic
5465,Periphery,Lune,0.488,0.851,134.99,0.337,-6.146,2uD8ezTUaLTtoqaXUiWPIR,metalcore
5466,PXNDX,Narcisista por excelencia,0.385,0.903,164.076,0.428,-5.848,0mzvOHsVWF1NWXbBbN6qtW,emo
5467,SMASH Cast;Will Chase,On Lexington & 52nd Street (SMASH Cast Version) (feat. Will Chase),0.452,0.473,149.843,0.22,-9.786,1sFpuKukWsJWI44zfSW2lc,show-tunes
5468,NMB48,恋愛被害届け/紅組,0.574,0.925,169.925,0.8,-3.332,4DK8Rdg7Ogmsxi0njMzjFL,j-idol
5469,Delano Smith,Before Existence,0.81,0.625,127.99,0.635,-11.798,6FpaEa9v6n2iMvo1IzQk3t,detroit-techno
5470,John Michael Montgomery,Weekend Superstar,0.587,0.876,154.862,0.891,-5.614,0ATOzpyZ5IedrZ01QSrEgp,country
5471,Y.V.E. 48,You've Got The Love,0.755,0.44,107.036,0.151,-11.7,2W0otyOuO6PixES66V4SgR,deep-house
5472,SWARM;TINYKVT,Devil's At Your Door,0.589,0.925,109.995,0.0617,-6.91,2dD4peQoDBVZE6kx5DjaNN,club
5473,Divya Kumar,Loveyatri Title Song,0.506,0.919,176.808,0.879,-4.367,3s1V1U2pLph50HvhsgRCF0,folk
5474,KayBlack;MC Ryan SP;Nagalli;WEY,"Não É Conselho, É Visão",0.687,0.707,90.26,0.463,-6.417,22LjfafJJbajmRvtsSTGcZ,funk
5475,A.R. Rahman;Arijit Singh,Enna Sona,0.717,0.416,100.026,0.381,-9.875,6bdpj89aYEBjhpsenXAsmO,pop-film
5476,The Warning,EVOLVE,0.448,0.93,174.996,0.456,-5.753,4NlYDU9c38dhqf1pnOqZsA,metal
5477,Dillon Francis;DJ Snake,Get Low,0.674,0.932,101.033,0.728,-4.424,3oZoXyU0SkDldgS7AcN4y4,edm
5478,Major RD;Rock Danger;El Lif Beatz,Carta pra Lucas,0.475,0.585,106.722,0.376,-7.804,0FiYM9wfGccAJn8z4S5hxB,brazil
5479,Samael,Chosen Race,0.402,0.959,126.285,0.114,-6.67,2aLXBmo9asXX5vC3n2hY3r,black-metal
5480,TAEYONG;JENO;HENDERY;YANGYANG;GISELLE,ZOO,0.823,0.923,122.922,0.629,-2.875,7eVu7FI02cTicLEgVtUvwF,k-pop
5481,Black Roots,The System,0.9,0.473,128.467,0.966,-12.509,7riO9bFymC5V7q7TeJXFje,dub
5482,Josh Sneed,Shiptop,0.661,0.265,128.853,0.547,-20.029,7LQOi7TbW6wIdyGVA7zwGt,comedy
5483,Arjan Dhillon,Jawani,0.782,0.69,99.944,0.429,-7.811,1WOz8NwADXFxRADQFVftxp,pop
5484,Havet,Fixa dig,0.596,0.884,126.971,0.355,-4.78,0qNlJmwc2IE7DmzpFGtl9u,goth
5485,Tatiana Bulanova,Ясный мой свет (Velum Remix),0.623,0.83,180.067,0.635,-4.003,04KS4huulIeXs5jjHV2QfE,synth-pop
5486,Mini Pop Kids,Timber,0.633,0.948,129.984,0.853,-2.413,4QyJAnEAZbAmu5OoSaTXRY,kids
5487,Vance Joy,Saturday Sun,0.637,0.864,99.995,0.706,-4.381,2RiBogNRfulkNf7fVbPOrJ,folk
5488,Great Good Fine Ok,Progress,0.932,0.547,116.007,0.863,-5.456,4OxrGEF0JsKT9HbOvMfepa,synth-pop
5489,Shiloh Dynasty;Shiloh Beat,I Know You so Well,0.733,0.182,69.459,0.309,-13.724,0guiZVF0xABgLze9ouscme,chill
5490,Riff,No Detenga Su Motor,0.582,0.605,144.794,0.683,-11.091,4iKuDm6V5TVvtIrrZvNiHM,heavy-metal
5491,Rhonchus,Graph,0.0801,0.639,176.19,0.0357,-12.886,7hKtPHij317Fqf2VWf3RZO,iranian
5492,Icona Pop;Sofi Tukker,Spa,0.688,0.717,124.966,0.87,-7.04,5KodOrv9iFso1iYp82eVhF,synth-pop
5493,Bennett Coast,Moonboy,0.507,0.375,90.006,0.0519,-10.637,3j4P8ytkoDpBFePPrXHEbe,chill
5494,Kidsounds,Six Little Ducks,0.958,0.545,120.059,0.892,-6.708,5UYpUjkb2x9j6yJcqQt08H,kids
5495,Hairklep,Alter Witz,0.851,0.237,81.995,0.699,-10.349,4FO8ygXmPAxWeU8xX0JiVT,study
5496,Tiwa Savage;Wizkid;Spellz,Ma Lo,0.788,0.721,105.23,0.653,-4.577,6U9jxxdQ6TNzjshIpwWMTf,dancehall
5497,"Sarah, the Illstrumentalist",Show Me How Good It Can Get,0.714,0.492,89.961,0.842,-10.133,6oXmftIjSNes0BS1s4xHHI,study
5498,Arem Ozguc;Arman Aydin;Jordan Rys,The One,0.863,0.624,120.02,0.482,-6.574,3jxn92KU8l5RPjwLTGlMyg,turkish
5499,Yoyo Sham,風的形狀,0.313,0.28,153.02,0.254,-14.236,7iQdInUqIpVdatCooLZC3A,cantopop
5500,Of Monsters and Men,Dirty Paws,0.359,0.649,111.709,0.133,-7.06,5g7rJvWYVrloJZwKiShqlS,folk
5501,ENHYPEN,"Attention, please!",0.498,0.871,150.035,0.613,-4.593,59qDYPZPkMPl8qSYRig1xn,anime
5502,Brett Dennen,Ain't No Reason,0.615,0.358,146.06,0.432,-9.694,2gJ3ZOaiWr3jGHwevufOxr,acoustic
5503,Jan Blomqvist;Solee,Elephant Shunned - Solee Remix,0.616,0.885,123.018,0.0519,-7.919,6c4ZbgwtaOfGe4ZPLbF3Uz,minimal-techno
5504,Brings,Eifel - Radio Edit,0.45,0.975,161.915,0.653,-3.996,2gaTah9sC0KZYntUZPedpH,party
5505,David Spade,Costco / Christmas,0.587,0.8,111.492,0.411,-7.695,5j9oCIiCtzjAHe7HH1vzDk,comedy
5506,MC Cabelinho;Ajaxx,OUTRO PATAMAR,0.795,0.665,114.905,0.481,-5.419,48zE1jY1K1oqjpD3G6UGfH,funk
5507,Sudario;Guga Nandes,Fumaça,0.613,0.674,154.806,0.669,-5.769,67thzDjrfoisc5OyQgA2Y0,pagode
5508,Lawineboys,Ik Ben Blij Dat ik Je Niet Vergeten Ben,0.777,0.902,142.008,0.924,-3.316,1lKcR3tgSfylZ8XAAFarqU,happy
5509,Sujatha,Neeva Devunive,0.387,0.408,170.419,0.555,-7.751,2Kzbsf8hTuOPinmBBgZ4n5,malay
5510,Los Enanitos Verdes,Pasos,0.551,0.934,131.583,0.786,-5.263,0CoxfP3dOGKwg6ShNnRiNP,ska
5511,Lstn,Take Me,0.712,0.624,119.988,0.435,-8.839,6FZfPWE4iw6jp2ppsKyMXV,french
5512,AMAN,Akela Hoon,0.508,0.0901,70.198,0.11,-22.456,7pWAX5kJBULFTDNiH8oB42,indian
5513,Ahoora,E 20.306 W,0.633,0.742,130.0,0.557,-5.686,3ibVGBrJ8owRcmBynolCum,iranian
5514,Rocket Rockers,Hitam Putih Dunia,0.375,0.92,130.002,0.616,-3.482,4v1Mn3RGGbSlCqangJrSnJ,punk-rock
5515,Toby Rose;TWOPILOTS,Cool Kids,0.769,0.841,116.016,0.712,-5.365,1nOrmN6H9MmEzSTU024eAX,deep-house
5516,Wolfgang Amadeus Mozart;Danielle Laval,"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265: 9. Variation VIII",0.435,0.094,105.188,0.818,-25.717,2HyJhQXLIyysNuz89x3Nr4,classical
5517,Archive,Bullets,0.455,0.649,164.994,0.0719,-10.444,5zxJ3BZyd6BK2gX4b2RnB4,electronic
5518,Los Caligaris,Vereda,0.673,0.813,137.024,0.61,-7.049,4jcAxMLms2Rmc0z940LuH8,ska
5519,The Turtles,Elenore,0.63,0.625,122.504,0.887,-8.407,4DWFSrNnZXow1aB96gByho,psych-rock
5520,Navicula,Mafia Hukum,0.61,0.765,126.059,0.448,-4.376,5B4yq02Se2neaNnL1eMELN,psych-rock
5521,Balance And Composure,When I Come Undone,0.458,0.972,114.476,0.262,-4.393,7AM2eL1sBWCCTYXoQ1xTGg,grunge
5522,Ruku Suna,Kalibai Go,0.557,0.819,154.056,0.552,-3.436,095va4OdqttrYeJBj8H7Fk,samba
5523,Yuvan Shankar Raja;Shankar Mahadevan,Vethalaiya Potendi,0.822,0.948,120.025,0.821,-3.178,7AqdmyhxeYqwfwW52TTPdF,k-pop
5524,Liu & Léu,Prato do Dia,0.803,0.578,109.933,0.931,-5.509,36j2tEnRv7ZFmWZrpmej84,sertanejo
5525,Mark Farina;Kaskade,Dream Machine - Kaskade Mix,0.897,0.32,110.019,0.672,-13.873,7wlDCYTcXbNYF9RsKN5lpp,chicago-house
5526,Hotcaller;Nexy,Damn,0.566,0.948,99.977,0.204,-2.962,5SfNRmPGCTyhfTOmIPgt49,club
5527,Dane Amar;LEW,PCH,0.786,0.393,93.062,0.863,-9.505,6HlznqCIW5QbgdJpMbzprF,chill
5528,Péricles,40 Graus / Gamei / Azul Sem Fim / Até o Sol Quis Ver / A Carta - Ao Vivo,0.516,0.772,160.048,0.572,-5.634,1dt58ETQu8POMx3O5ppz0W,pagode
5529,夜光性アミューズ,百鬼夜光,0.708,0.989,128.044,0.283,-4.339,6vcyFRfnhgeyOAsHpF7HVt,j-idol
5530,Tenno,Gatekeeper of Thoughts,0.467,0.274,126.077,0.0396,-15.183,6AR2bdAbSav1UCe52FYKP7,chill
5531,Evanescence,Bring Me To Life,0.318,0.943,189.985,0.298,-3.188,24TdORdiwpuE1EH7fh1fNQ,alternative
5532,Dax Wolf,Glauben,0.0862,0.067,167.199,0.0367,-27.697,6A1rTs49C6c3KVyGoKG6el,sleep
5533,Marshmello,Find Me,0.557,0.889,142.015,0.173,-4.045,6aWiGv6hPG0o3ri7QHNs8t,progressive-house
5534,Riff,Sordidez,0.37,0.631,182.032,0.506,-12.23,3JeByA3x9clmj4LmwwVJe0,heavy-metal
5535,my little airport,再殺一個人 - Live,0.528,0.567,77.885,0.333,-10.186,4Umuv22IzUYDoDPHK7YpUD,cantopop
5536,Christopher Jackson;Rachel House;Nicole Scherzinger;Auli'i Cravalho;Louise Bush,Where You Are,0.707,0.656,118.037,0.748,-9.279,5eADwUCxvyIQyDOBMsokMF,show-tunes
5537,Celeste,Tonight Tonight,0.611,0.834,109.997,0.643,-4.528,69OldVD2Uq9nkq95b8IDH6,british
5538,Gesaffelstein,Hyperion,0.636,0.877,129.214,0.0764,-12.505,3jRl9iaoq6BmkkDbFmndpi,club
5539,SarrSew,"Farewell, Warden.",0.194,0.175,94.385,0.0381,-15.767,2jkNjOmDds1GjQolbVvSvA,iranian
5540,Pritam;Shafqat Amanat Ali,"Tu Hi Mera (From ""Jannat 2"")",0.621,0.859,90.047,0.873,-4.673,04oeBOWbmmCvDgORmH6377,indian
5541,Damon Hess,Say My Name,0.798,0.975,124.008,0.754,-5.829,1KFlRPAPtXublWQx91REdI,deep-house
5542,Stereoact;Chris Cronauer,So wie wir sind,0.708,0.704,125.934,0.513,-4.816,5v5J6Z8RXfP3KuwIYQPGzY,party
5543,Sultan + Shepard;Nathan Nicholson,Naama,0.626,0.697,119.961,0.0537,-8.689,2CFGJOKqK7pOdGN4Ujg0Ea,electronic
5544,The Nerves,Stand Back and Take a Good Look (Demo),0.801,0.87,135.685,0.963,-6.017,0yt3glAjUFcOwjh6VnTmUv,power-pop
5545,I Prevail,Breaking Down,0.503,0.568,126.935,0.0705,-7.182,4bE3cBcwAe7T5SklvbkiYZ,metalcore
5546,Hypocrisy,A Coming Race,0.173,0.89,120.008,0.091,-7.81,6iqQX4KlFL28KMqiEFMWCQ,black-metal
5547,Los Fabulosos Cadillacs,Siguiendo la Luna - Remasterizado 2008,0.687,0.586,80.346,0.79,-7.713,4qcZRlUyrb0rdtaqvZE4Km,ska
5548,La Fuga,Buscando en la basura,0.557,0.857,95.025,0.647,-3.809,46Yp4JsZIh8ceg5WBqW1ZB,spanish
